Taluka,College Name,Name Data
Bhadravati,"Govt ITI, (Adivasi), Bhadravati, Dist: Chandrapur",
Amgaon,"Govt ITI, Amgaon, Dist: Gondia",
Korchi,"Govt ITI, (Adivasi), Korchi, Dist: Gadchiroli",
Kurkheda,"Govt ITI, (Adivasi), Kurkheda, Dist: Gadchiroli",
Armori,"Govt ITI, (Adivasi), Armori, Dist: Gadchiroli",
Chamorshi,"Govt ITI, (Adivasi), Charmorshi, Dist: Gadchiroli",
Etapalli,"Govt ITI, (Adivasi), Etapalli, Dist: Gadchiroli",
Sironcha,"Govt ITI, (Adivasi), Sironcha, Dist: Gadchiroli",
Bhamragad,"Govt ITI, (Adivasi), Bhamragad, Dist: Gadchiroli",
Mulchera,"Govt ITI, (Adivasi), Mulchera, Dist: Gadchiroli",
Dhanora,"Govt ITI, (Adivasi), Dhanora, Dist: Gadchiroli",
Mauda,"Govt ITI, Mouda, Dist: Nagpur",
Tumsar,"Govt ITI, Tumsar, Dist: Bhandara",
Sindkhede,"Govt ITI, Shindkheda, Dist: Dhule",
Shirpur,"Govt ITI, (Adivasi), Shirpur, Dist: Dhule",
Yawal,"Govt ITI, (Adivasi), Yaval, Dist: Jalgaon",
Pachora,"Govt ITI, Pachora, Dist: Jalgaon",
Dharangaon,"Govt ITI, Dharangaon, Dist: Jalgaon",
Shegaon,"Govt ITI, Shegaon, Dist: Buldhana",
Deolgaon Raja,"Govt ITI, Deulgaon Raja, Dist: Buldhana",
Daryapur,"Govt ITI, Daryapur, Dist: Amravati",
Hinganghat,"Govt ITI, Hinganghat, Dist: Wardha",
Bhiwandi,"Govt ITI, Bhiwandi, Dist: Thane",
Mokhada,"Govt ITI, (Adivasi), Mokhada, Dist: Thane",
Mangaon,"Govt ITI, Mangaon, Dist: Raigad",
Karjat,"Govt ITI, (Adivasi), Karjat, Dist: Raigad",
Mhasla,"Govt ITI, Mhasala, Dist: Raigad",
Khed,"Govt ITI, Khed (Rajgurunagar), Dist: Pune",
Parner,"Govt ITI, Parner, Dist: Ahmednagar",
Gangakhed,"Govt ITI, Gangakhed, Dist: Parbhani",
Arni,"Govt ITI, (Adivasi), Arni, Dist: Yavatmal",
Partur,"Govt ITI, Partur, Dist: Jalna",
Jafferabad,"Govt ITI, Jafrabad, Dist: Jalna",
Baglan,"Govt ITI, (Adivasi), Satana, Dist: Nashik",
Nandgaon,"Govt ITI, Nandgaon, Dist: Nashik",
Kavathemahankal,"Govt ITI, Kavthemahakal, Dist: Sangli",
Atpadi,"Govt ITI, Atpadi, Dist: Sangli",
Panhala,"Govt ITI, Panhala, Dist: Kolhapur",
Hatkanangle,"Govt ITI, Hatkanangle, Dist: Kolhapur",
Radhanagari,"Govt ITI, Radhanagari, Dist: Kolhapur",
Ajra,"Govt ITI, Ajara, Dist: Kolhapur",
Shahuwadi,"Govt ITI, Shahuwadi, Dist: Kolhapur",
Devgad,"Govt ITI, Devgad, Dist: Sindhudurga",
Vaibhavvadi,"Govt ITI, Vaibhavwadi, Dist: Sindhudurga",
Guhagar,"Govt ITI, Guhagar, Dist: Ratnagiri",
Rajapur,"Govt ITI, Rajapur, Dist: Ratnagiri",
Mandangad,"Govt ITI, Mandangad, Dist: Ratnagiri",
Sangameshwar,"Govt ITI, Sangameshwar, Dist: Ratnagiri",
Khed,"Govt ITI, Khed, Dist: Ratnagiri",
Phaltan,"Govt ITI, Phaltan, Dist: Satara",
Jaoli,"Govt ITI, Medha (jawali), Dist: Satara",
Karmala,"Govt ITI, Karmala, Dist: Solapur",
Madha,"Govt ITI, Kurduwadi, Dist: Solapur",
Patoda,"Govt ITI, Patoda, Dist: Beed",
Manjlegaon,"Govt ITI, Majalgaon, Dist: Beed",
Ambejogai,"Govt ITI, Ambejogai, Dist: Beed",
Kaij,"Govt ITI, Kej, Dist: Beed",
Ausa,"Govt ITI, Ausa, Dist: Latur",
Solapur South,"Govt ITI, Mandrup, Dist: Solapur",
Sangole,"Govt ITI, Sangola, Dist: Solapur",
Paranda,"Govt ITI, Paranda, Dist: Osmanabad",
Tuljapur,"Govt ITI, Tuljapur, Dist: Osmanabad",
Wai,"Govt ITI, Wai, Dist: Satara",
Dapoli,"Govt ITI, Dapoli, Dist: Ratnagiri",
Lanja,"Govt ITI, Lanja, Dist: Ratnagiri",
Mahabaleshwar,"Govt ITI, Mahabaleshwar, Dist: Satara",
Man,"Govt ITI, Dahiwadi, Dist: Satara",
Khatav,"Govt ITI, Khatav, Dist: Satara",
Malwan,"Govt ITI, Malwan, Dist: Sindhudurga",
Vengurla,"Govt ITI, Vengurla, Dist: Sindhudurga",
Shirol,"Govt ITI, Shirol, Dist: Kolhapur",
Bavda,"Govt ITI, Gaganbawada, Dist: Kolhapur",
Bhudargad,"Govt ITI, Bhudargad (gargoti), Dist: Kolhapur",
Walwa,"Govt ITI, Islampur, Dist: Sangli",
Yeola,"Govt ITI, Yeola, Dist: Nashik",
Deglur,GOVT TECHNICAL HIGH SCHOOL AND Jr COLLEGE DEGLOOR Dist. NANDED,
Soygaon,"Govt ITI, Soygaon, Dist: Aurangabad",
Niphad,"Govt ITI, Niphad, Dist: Nashik",
Ghansawangi,"Govt ITI, Ghansavangi, Dist: Jalna",
Sillod,"Govt ITI, Sillod, Dist: Aurangabad",
Digras,"Govt ITI, Digras, Dist: Yavatmal",
Babulgaon,"Govt ITI, Babhulgaon, Dist: Yavatmal",
Ralegaon,"Govt ITI, (Adivasi), Ralegaon, Dist: Yavatmal",
Maregaon,"Govt ITI, (Adivasi), Maregaon, Dist: Yavatmal",
Kalamb,"Govt ITI, (Adivasi), Kalamb, Dist: Yavatmal",
Kalamnuri,"Govt ITI, Kalamnuri, Dist: Hingoli",
Kandhar,"Govt ITI, Kandhar, Dist: Nanded",
Loha,"Govt ITI, Loha, Dist: Nanded",
Shrigonda,"Govt ITI, Shrigonda, Dist: Ahmednagar",
Sangamner,"Govt ITI, Sangamner, Dist: Ahmednagar",
Pathardi,"Govt ITI, Pathardi, Dist: Ahmednagar",
Mulshi,"Govt ITI, Mulshi, Dist: Pune",
Purandhar,"Govt ITI, Purandar (saswad), Dist: Pune",
Daund,"Govt ITI, Varvand, Dist: Pune",
Poladpur,"Govt ITI, Poladpur, Dist: Raigad",
Talasari,"Govt ITI, (Adivasi), Talasari, Dist: Thane",
Samudrapur,"Govt ITI, Samudrapur, Dist: Wardha",
Arvi,"Govt ITI, Aarvi, Dist: Wardha",
Anjangaon Surji,"Govt ITI, Anjangaon Surji, Dist: Amravati",
Nandura,"Govt ITI, Nandura, Dist: Buldhana",
Mehkar,"Govt ITI, Mehakar, Dist: Buldhana",
Sindkhed Raja,"Govt ITI, Sindhakhed Raja, Dist: Buldhana",
Balapur,"Govt ITI, Balapur, Dist: Akola",
Telhara,"Govt ITI, Telhara, Dist: Akola",
Murtijapur,"Govt ITI, Murtijapur, Dist: Akola",
Bhadgaon,"Govt ITI, Bhadgaon, Dist: Jalgaon",
Chopda,"Govt ITI, (Adivasi), Chopada, Dist: Jalgaon",
Shahade,"Govt ITI, (Adivasi), Shahada, Dist: Nandurbar",
Akrani,"Govt ITI, (Adivasi), Akrani, Dist: Nandurbar",
Tirora,"Govt ITI, Tiroda, Dist: Bhandara",
Nagpur (Rural),"Govt ITI, Butibori, Dist: Nagpur",
Kuhi,"Govt ITI, Kuhi, Dist: Nagpur",
Bhiwapur,"Govt ITI, Bhivapur, Dist: Nagpur",
Karanja,"Govt ITI, Karanja Gh, Dist: Wardha",
Lakhandur,"Govt ITI, Lakhandur, Dist: Bhandara",
Mohadi,"Govt ITI, Mohadi, Dist: Bhandara",
Sadak-Arjuni,"Govt ITI, Sadak Arjuni, Dist: Gondia",
Patur,"Govt ITI, Patur, Dist: Akola",
Barshitakli,"Govt ITI, Barshitakali, Dist: Akola",
Malegaon,"Govt ITI, Malegaon, Dist: Washim",
Lonar,"Govt ITI, Lonar, Dist: Buldhana",
Bhatkuli,"Govt ITI, Bhatkuli, Dist: Amravati",
Mangaon,"Govt ITI, Nandvi, Dist: Raigad",
Khalapur,"Govt ITI, Khalapur, Dist: Raigad",
Shrivardhan,"Govt ITI, Shriwardhan, Dist: Raigad",
Mumbai Suburban,"Govt ITI, Lower Parel, Dist: Mumbai Sahar",
Aundha (Nagnath),"Govt ITI, Aundhanagnath, Dist: Hingoli",
Sengaon,"Govt ITI, Sengaon, Dist: Hingoli",
Ner,"Govt ITI, Ner, Dist: Yavatmal",
Sailu,"Govt ITI, Selu, Dist: Parbhani",
Mantha,"Govt ITI, Mantha, Dist: Jalna",
khultabad,"Govt ITI, Khulatabad, Dist: Aurangabad",
Mohol,"Govt ITI, Mohol, Dist: Solapur",
Chakur,"Govt ITI, Chakur, Dist: Latur",
Georai,"Govt ITI, Gevrai, Dist: Beed",
Mangalvedhe,"Govt ITI, Mangalvedha, Dist: Solapur",
Koregaon,"Govt ITI, Koregaon, Dist: Satara",
Patan,"Govt ITI, Patan, Dist: Satara",
Kannad,"Govt ITI, Kannad, Dist: Aurangabad",
Vaijapur,"Govt ITI, Vaijapur, Dist: Aurangabad",
Malegaon,"Govt ITI, Malegaon, Dist: Nashik",
Palam,"Govt ITI, Palam, Dist: Parbhani",
Zari-Jamani,"Govt ITI, Zari-Jamani, Dist: Yavatmal",
Darwha,"Govt ITI, Darwha, Dist: Yavatmal",
Purna,"Govt ITI, Purna, Dist: Parbhani",
Mukhed,"Govt ITI, Mukhed, Dist: Nanded",
Nevasa,"Govt ITI, Newasa, Dist: Ahmednagar",
Kopargaon,"Govt ITI, Kopargaon, Dist: Ahmednagar",
Shrirampur,"Govt ITI, Shrirampur, Dist: Ahmednagar",
Rahuri,"Govt ITI, Rahuri, Dist: Ahmednagar",
Shirur,"Govt ITI, Shirur, Dist: Pune",
Velhe,"Govt ITI, Velhe, Dist: Pune",
Borivali,"Govt ITI, Borivali, Dist: Mumbai Sahar",
Alibag,"Govt ITI, Alibaug, Dist: Raigad",
Sudhagad,"Govt ITI, Sudhagad(pali), Dist: Raigad",
Murud,"Govt ITI, Murud, Dist: Raigad",
Warud,"Govt ITI, Warud, Dist: Amravati",
Chandurbazar,"Govt ITI, Chandur Bazar, Dist: Amravati",
Seloo,"Govt ITI, Selu, Dist: Wardha",
Ashti,"Govt ITI, Ashti, Dist: Wardha",
Sangrampur,"Govt ITI, Sangrampur, Dist: Buldhana",
Jalgaon (Jamod),"Govt ITI, Jalgaon Jamod, Dist: Buldhana",
Motala,"Govt ITI, Motala, Dist: Buldhana",
Risod,"Govt ITI, Risod, Dist: Washim",
Manora,"Govt ITI, Manora, Dist: Washim",
Goregaon,"Govt ITI, Goregaon, Dist: Bhandara",
Mokhada,"Govt ITI, (Tribal Ashram Shala), Karegaon, Dist: Thane",
Ramtek,"Govt ITI, (Tribal Ashram Shala), Belda, Dist: Nagpur",
Kurkheda,"Govt ITI, (Tribal Ashram Shala), Ramgad, Dist: Gadchiroli",
Etapalli,"Govt ITI, (Tribal Ashram Shala), Jambhiya, Dist: Gadchiroli",
Aheri,"Govt ITI, (Tribal Ashram Shala), Khamenachiru, Dist: Gadchiroli",
Salekasa,"Govt ITI, (Tribal Ashram Shala), Bijepar, Dist: Gondia",
Sakri,"Govt ITI, (Tribal Ashram Shala), Sukapur, Dist: Dhule",
Chikhaldara,"Govt ITI, (Tribal Ashram Shala), Chikhali, Dist: Amravati",
Talasari,"Govt ITI, (Tribal Ashram Shala), Dongari, Dist: Thane",
Kalamb,"Govt ITI, (Tribal Ashram Shala), Antargaon, Dist: Yavatmal",
Trimbakeshwar,"Govt ITI, (Tribal Ashram Shala), Boripada, Dist: Nashik",
Surgana,"Govt ITI, (Tribal Ashram Shala), Ambupada, Dist: Nashik",
Peint,"Govt ITI, (Tribal Ashram Shala), Asarbari, Dist: Nashik",
Phulambri,"Govt ITI, Phulambri, Dist: Aurangabad",
Pusad,"Govt ITI, (Tribal Ashram Shala), Harshi, Dist: Yavatmal",
Jiwati,"Govt ITI, (Adivasi), Jivati, Dist: Chandrapur",
Kinwat,"Govt ITI, (Tribal Ashram Shala), Patoda, Dist: Nanded",
Kalamnuri,"Govt ITI, (Tribal Ashram Shala), Jam Ghavan, Dist: Hingoli",
Shahapur,"Govt ITI, (Tribal Ashram Shala), Shenve, Dist: Thane",
Vikramgad,"Govt ITI, (Adivasi), Vikramgad, Dist: Thane",
Dharni,"Govt ITI, (Tribal Ashram Shala), Susarda, Dist: Amravati",
Sakri,"Govt ITI, (Tribal Ashram Shala), Navapada, Dist: Dhule",
Akrani,"Govt ITI, (Tribal Ashram Shala), Mandavi, Dist: Nandurbar",
Talode,"Govt ITI, (Tribal Ashram Shala), Shirave, Dist: Nanudrbar",
Muktainagar (Edlabad),"Govt ITI, (Tribal Ashram Shala), Jondhankheda, Dist: Jalgaon",
Rajura,"Govt ITI, (Tribal Ashram Shala), Devada, Dist: Chandrapur",
Rajura,"Govt ITI, (Tribal Ashram Shala), Mangi, Dist: Chandrapur",
Dodamarg,"Govt ITI, Dodamarg, Dist: Sindhudurg",
Deoni,"Govt ITI, Devani, Dist: Latur",
Wadwani,"Govt ITI, Vadwani, Dist: Beed",
Shirur (Kasar),"Govt ITI, Shirur Kasar, Dist: Beed",
Shirur-Anantpal,"Govt ITI, Shirur Anantpal, Dist: Latur",
Washi,"Govt ITI, Vashi, Dist: Osmanabad",
Palus,"Govt ITI, Palus, Dist: Sangli",
Kadegaon,"Govt ITI, Kadegaon, Dist: Sangli",
Ballarpur,"Govt ITI, Ballarpur, Dist: Chandrapur",
Erandol,"Govt ITI, Erendol, Dist: Jalgaon",
Dhamangaon Railway,"Govt ITI, Dhamangaon Railway, Dist: Amravati",
Tala,"Govt ITI, Tala, Dist: Raigad",
Ulhasnagar,"Govt ITI, Ulhasnagar, Dist: Thane",
Himayatnagar,"Govt ITI, Himayatnagar, Dist: Nanded",
Mahur,"Govt ITI, Mahur, Dist: Nanded",
Mudkhed,"Govt ITI, Mudkhed, Dist: Nanded",
Biloli,"Govt ITI, Biloli, Dist: Nanded",
Naigaon (Khairgaon),"Govt ITI, Naigoan, Dist: Nanded",
Pombhurna,"Govt ITI, (Adivasi), Pombhurna, Dist: Chandrapur",
Pathri,"Govt ITI, Pathari, Dist: Parbhani",
Trimbakeshwar,"Govt ITI, (Adivasi), Trimbakeshwar, Dist: Nashik",
Dindori,"Govt ITI, (Tribal Ashram Shala), Nanashi, Dist: Nashik",
Sonpeth,"Govt ITI, Sonpeth, Dist: Parbhani",
Umri,"Govt ITI, Umri, Dist: Nanded",
Ardhapur,"Govt ITI, Ardhapur, Dist: Nanded",
Lakhani,"Govt ITI, Lakhani, Dist: Bhandara",
Korchi,"Govt ITI, (Tribal Ashram Shala), Korchi, Dist: Gadchiroli",
Lohara,"Govt ITI, Lohara, Dist: Osmanabad",
Jalkot,"Govt ITI, Jalkoth, Dist: Latur",
Rahta,"Govt ITI, Rahata, Dist: Ahmednagar",
Akole,"Govt ITI, (Tribal Ashram Shala), Maveshi, Dist: Ahmednagar",
Mumbai Suburban,"Govt ITI, (Minority), Mandavi, Dist: Mumbai Shahar",
Kurla,"Govt ITI, (Minority), Chandivali, Dist: Mumbai Shahar",
Deola,"Govt ITI, (Adivasi), Deola, Dist: Nashik",
Mumbai Suburban,"Govt ITI, Dadar, Dist: Mumbai Shahar",
Mumbai City,"Govt ITI, Mumbai-11, Dist: Mumbai Sahar",
Pune City,"Govt ITI, Pune, Dist: Pune",
Dhule,"Govt ITI, Dhule, Dist: Dhule",
Jalgaon,"Govt ITI, Jalgaon, Dist: Jalgaon",
Aurangabad,"Govt ITI, Aurangabad, Dist: Aurangabad",
Satara,"Govt ITI, Satara, Dist: Satara",
Karvir,"Govt ITI, Kolhapur, Dist: Kolhapur",
Gondiya,"Govt ITI, Gondia, Dist: Gondia",
Miraj,"Govt ITI, Sangli, Dist: Sangli",
Bid,"Govt ITI, Beed, Dist: Beed",
Chandrapur,"Govt ITI, Chandrapur, Dist: Chandrapur",
Andheri,"Govt ITI, Andheri, Dist: Mumbai Sahar",
Panvel,"Govt ITI, Panvel, Dist: Raigad",
Yavatmal,"Govt ITI, Yavatmal, Dist: Yavatmal",
Thane,"Govt ITI, Thane, Dist: Thane",
Ambarnath,"Govt ITI, Ambernath, Dist: Thane",
Kurla,"Govt ITI, Mulund, Dist: Mumbai Sahar",
Sawantwadi,"Govt ITI, Sawantwadi, Dist: Sindhudurga",
Haveli,"Govt ITI, Pimpri Chinchwad, Dist: Pune",
Wardha,"Govt ITI, Wardha, Dist: Wardha",
Mumbai Suburban,"Govt ITI, (Woman), Dadar, Dist: Mumbai Sahar",
Aurangabad,"Govt ITI, (Woman), Aurangabad, Dist: Aurangabad",
Amravati,"Govt ITI, (Woman), Amravati, Dist: Amravati",
Solapur North,"Govt ITI, (Woman), Solapur, Dist: Solapur",
Nagpur (Urban),"Govt ITI, (Woman), Nagpur, Dist: Nagpur",
Nashik,"Govt ITI, (Woman), Nashik, Dist: Nashik",
Mumbai Suburban,"Govt ITI, Kurla, Dist: Mumbai Sahar",
Kurla,"Govt ITI, Govandi, Dist: Mumbai Sahar",
Chandrapur,"Govt ITI, (Woman), Chandrapur, Dist: Chandrapur",
Jalgaon,"Govt ITI, (Woman), Jalgaon, Dist: Jalgaon",
Akola,"Govt ITI, (Woman), Akola, Dist: Akola",
Pune City,"Govt ITI, (Woman), Pune, Dist: Pune",
Thane,"Govt ITI, (Woman), Thane, Dist: Thane",
Latur,"Govt ITI, (Woman), Latur, Dist: Latur",
Ratnagiri,"Govt ITI, (Woman), Ratnagiri, Dist: Ratnagiri",
Bhandara,"Govt ITI, (Woman), Bhandara, Dist: Bhandara",
Bid,"Govt ITI, (Woman), Beed, Dist: Beed",
Ulhasnagar,"Govt ITI, Kalyan, Dist: Thane",
Washim,"Govt ITI, Washim, Dist: Washim",
Nashik,"Govt ITI, (SCP), Nashik, Dist: Nashik",
Aurangabad,"Govt ITI, (SCP), Kilearc, Dist: Aurangabad",
Amravati,"Govt ITI, (SCP), Rahatgaon, Dist: Amravati",
Haveli,"Govt ITI, Haveli, Dist: Pune",
Mumbai Suburban,"Govt ITI, Mumbai-1, Dist: Mumbai Shahar",
Nagpur (Urban),"Govt ITI, (SCP), Nagpur, Dist: Nagpur",
Karanja,"SHRIKRUSHNA PRIVATE INDUSTRIAL TRAINING INSTITUTE, KARANJA, TAL: KARANJA, DIST: WARDHA",
Nagpur (Urban),"SHARWANI PRIVATE INDUSTRIAL TRAINING INSTITUTE, GODHAHI, TAL: NAGPUR, DIST: NAGPUR",
Kamptee,"SARASWATI PRIVATE INDUSTRIAL TRAINING INSTITUTE, AJANI, TAL: NAGPUR, DIST: NAGPUR",
Indapur,Rakhmai Trust Sanchalit Private Industrail Training Institute,
Haveli,"ORIENTAL EDUCATION SOCIETY PRIVATE INDUSTRIAL TRAINING INSTITUTE, GAUDDARA, TAL: HAVELI, DIST: PUNE",
Solapur North,"SETH RATANCHAND SAKHARAM SHAH PRIVATE INDUSTRIAL TRAINING INSTITUTE, SOLAPUR, TAL: SOLAPUR, DIST: SOLAPUR",
Haveli,"QUEEN MARY PRIVATE INDUSTRIAL TRAINING INSTITUTE, KHADKI, TAL: HAVELI, DIST: PUNE",
Pune City,"ST. JOSEPH'S PRIVATE INDUSTRIAL TRAINING INSTITUTE, HAVELI, TAL: HAVELI, DIST: PUNE",
Ward E,"ANJUMAN - I - ISLAM M. H. SABOO SIDDIK PRIVATE INDUSTRIAL TRAINING INSTITUTE, BYCULLA, TAL: MUMBAI CITY, DIST: MUMBAI",
Pune City,"SHRI CHHATRAPATI SHIVAJI PRIVATE INDUSTRIAL TRAINING INSTITUTE, PUNE, TAL: PUNE CITY, DIST: PUNE",
Borivali,"ST. FRANCIS PRIVATE INDUSTRIAL TRAINING INSTITUTE, BORIVALI (WEST), TAL: BORIVALI, DIST: MUMBAI SUBURBAN",
Kurla,"ST. JOSEPHS TECHNICAL SCHOOL PRIVATE INDUSTRIAL TRAINING INSTITUTE, KURLA (WEST), TAL: KURLA, DIST: MUMBAI SUBURBAN",
Andheri,"FR. AGNEL PRIVATE INDUSTRIAL TRAINING INSTITUTE, BANDRA(WEST), TAL: ANDHERI, DIST: MUMBAI SUBURBAN",
Shrirampur,"XAVIER TECHNICAL PRIVATE INDUSTRIAL TRAINING INSTITUTE, SHRIRAMPUR, TAL: SHRIRAMPUR, DIST: AHMEDNAGAR",
Miraj,"SANGLI INDUSTRIAL SCHOOL PRIVATE INDUSTRIAL TRAINING INSTITUTE, SANGLI, TAL: MIRAJ, DIST: SANGLI",
Mumbai Suburban,"JOSEPH CARDIJN TECHNICAL PRIVATE INDUSTRIAL TRAINING INSTITUTE, DADAR (EAST), TAL: MUMBAI CITY, DIST: MUMBAI",
Nagpur (Urban),"KHADIJA BAI PRIVATE INDUSTRIAL TRAINING INSTITUTE, NAGPUR, TAL: NAGPUR URBAN, DIST: NAGPUR",
Nagpur (Urban),"PRAKASH PRIVATE INDUSTRIAL TRAINING INSTITUTE, WADI, TAL: NAGPUR URBAN, DIST: NAGPUR",
Bhiwandi,"SHAD ADAM SHAIKH PRIVATE INDUSTRIAL TRAINING INSTITUTE, KHADIPAR, TAL: BHIWANDI, DIST: THANE",
Bhiwandi,"TAKIYA AMANI SHAH PRIVATE INDUSTRIAL TRAINING INSTITUTE, BHIWANDI, TAL: BHIWANDI, DIST: THANE",
Kurla,"SHRI G. V. GANDHI GURUKUL PRIVATE INDUSTRIAL TRAINING INSTITUTE, GHATKOPAR(EAST), TAL: KURLA, DIST: MUMBAI",
Murud,"ANJUMAN ISLAM JANJIRA SIDI ZAFAR SHEKHANI MEMOIAL PRIVATE INDUSTRIAL TRAINING INSTITUTE, MURUD JANJIRA, TAL: MURUD, DIST: RAIGAD",
Junnar,"GRAMONNATI MANDAL'S ANNASAHEB NAWARE TANTRIK SHIKSHAN KENDRA PRIVATE INDUSTRIAL TRAINING INSTITUTE, NARAYANGAON, TAL: JUNNAR, DIST: PUNE",
Nashik,"THE LEPROSY MISSION PRIVATE INDUSTRIAL TRAINING INSTITUTE, PANCHAVATI, TAL: NASHIK, DIST: NASHIK",
Ballarpur,"MONTFORT PRIVATE INDUSTRIAL TRAINING INSTITUTE, BALLARPUR, TAL: BALLARPUR, DIST: CHANDRAPUR",
Sangameshwar,"SMT. INDIRA M. BEHARE PRIVATE INDUSTRIAL TRAINING INSTITUTE, SADAVALI, TAL: SANGAMESHWAR, DIST: RATNAGIRI",
Karvir,"SHAHU PRIVATE INDUSTRIAL TRAINING INSTITUTE, KARVIR, TAL: KARVIR, DIST: KOLHAPUR",
Panhala,"TATYASAHEB  KORE PRIVATE INDUSTRIAL TRAINING INSTITUTE, WARANANAGAR, TAL: PANHALA, DIST: KOLHAPUR",
Nanded,"NATIONAL PRIVATE INDUSTRIAL TRAINING INSTITUTE, SHIVJAJI NAGAR, TAL: NANDED, DIST: NANDED",
Indapur,"SHRI CHHATRAPATI PRIVATE INDUSTRIAL TRAINING INSTITUTE, BHAVANINAGAR, TAL: INDAPUR, DIST: PUNE",
Rahuri,"SHRI LAXMI NARAYAN PRIVATE INDUSTRIAL TRAINING INSTITUTE, SHRISHIVAJINAGAR, TAL: RAHURI, DIST: AHMEDNAGAR",
Sangamner,"AMRUTVAHINI PRIVATE INDUSTRIAL TRAINING INSTITUTE, AMRUTNAGAR, TAL: SANGAMNER, DIST: AHMEDNAGAR",
Nevasa,"JIJAMATA PRIVATE INDUSTRIAL TRAINING INSTITUTE, BHENDE, TAL: NEWASA, DIST: AHMEDNAGAR",
Rahta,"SHRI SAIBABA PRIVATE INDUSTRIAL TRAINING INSTITUTE, SHIRDI, TAL: RAHATA, DIST: AHMEDNAGAR",
Mumbai Suburban,"HABIB TECHNICAL INSTITUTE PRIVATE INDUSTRIAL TRAINING INSTITUTE, DONGRI, TAL: MUMBAI CITY, DIST: MUMBAI",
Mumbai Suburban,"SHARDASHRAM VIDYAMANDIR PRIVATE INDUSTRIAL TRAINING INSTITUTE, DADAR, TAL: MUMBAI CITY, DIST: MUMBAI",
Nanded,"SHRI HAZURSAHIB PRIVATE INDUSTRIAL TRAINING INSTITUTE, NANDED, TAL: NANDED, DIST: NANDED",
Nashik,"NASHIK DISTRICT MARATHA VIDYA PRASARAK SAMAJ’S PRIVATE INDUSTRIAL TRAINING INSTITUTE, GANGAPUR ROAD, TAL: NASHIK, DIST: NASHIK",
Malegaon,"LATE BHAUSAHEB HIRE SMARNIKA TRUST PRIVATE INDUSTRIAL TRAINING INSTITUTE, BHAYGAON, TAL: MALEGAON, DIST: NASHIK",
Yawal,"TANTRA & VAIDYAK PRIVATE INDUSTRIAL TRAINING INSTITUTE, FAIZPUR, TAL: YAWAL, DIST: JALGAON",
Yawal,"VYAS SHIKSHAN MANDAL’S PRIVATE INDUSTRIAL TRAINING INSTITUTE, YAWAL, TAL: YAWAL, DIST: JALGAON",
Amravati,Vidarbha Youth Welfare Society'S Private Industrial Training Institute Badnera(Rly),
Shirol,"LATTHE EDUCATION SOCIETY’S JAYSINGPUR PRIVATE INDUSTRIAL TRAINING INSTITUTE, JAYSINGPUR, TAL: SHIROL, DIST: KOLHAPUR",
Karvir,"SANGRUL EDUCATIONAL SOCIETY'S PRIVATE INDUSTRIAL TRAINING INSTITUTE, KOPARDE, TAL: KARVIR, DIST: KOLHAPUR",
Phaltan,"VIDYA PRASARAK SANSTHA'S PRIVATE INDUSTRIAL TRAINING INSTITUTE, TAMBMAL, TAL: PHALTAN, DIST: SATARA",
Barshi,"KARMAVEER LOHOKARE GURUJI PRIVATE INDUSTRIAL TRAINING INSTITUTE, GAUDGAON, TAL: BARSHI, DIST: SOLAPUR",
Bid,"SHRI CHHATRAPATI SHAHU PRIVATE INDUSTRIAL TRAINING INSTITUTE, BEED, TAL: BEED, DIST: BEED",
Rahta,"PRIVATE INDUSTRIAL TRAINING INSTITUTE, LONI, TAL: RAHATA, DIST: AHMEDNAGAR",
Chiplun,"SAHYADRI SHIKSHAN SANSTHA’S PRIVATE INDUSTRIAL TRAINING INSTITUTE, SAWARDE, TAL: CHIPLUN, DIST: RATNAGIRI",
Akole,"AKOLE TALUKA EDUCATIONAL SOCIETY'S PRIVATE INDUSTRIAL TRAINING INSTITUTE, AKOLE, TAL: AKOLE, DIST: AHMEDNAGAR",
Patan,"DAULAT PRIVATE INDUSTRIAL TRAINING INSTITUTE, DAULATNAGAR, TAL: PATAN, DIST: SATARA",
Khamgaon,"ANJUMAN MUFIDAL ISLAM SOCIETY'S PRIVATE INDUSTRIAL TRAINING INSTITUTE, KHAMGAON, TAL: KHAMGAON, DIST: BULDHANA",
Shahade,"POOJYA SANE GURUJI VIDYA PRASARAK MANDAL'S PRIVATE INDUSTRIAL TRAINING INSTITUTE, SHAHADA, TAL: SHAHADA, DIST: NANDURBAR",
Kandhar,Gramin ITC Nehrunagar Nagalgaon Tq.Kandhar Dist.Nanded,
Osmanabad,"TERANA PUBLIC CHARITABLE TRUST'S TERNA PRIVATE INDUSTRIAL TRAINING INSTITUTE, OSMANABAD, TAL: OSMANABAD, DIST: OSMANABAD",
Karvir,"MAHATMA JOTIRAO PHULE PRIVATE INDUSTRIAL TRAINING INSTITUTE, SHAHUNAGAR, TAL: KARVIR, DIST: KOLHAPUR",
Haveli,"CAMP EDUCATION SOCIETY'S PRIVATE INDUSTRIAL TRAINING INSTITUTE, NIGDI, TAL: HAVELI, DIST: PUNE",
Shirur,"SHRI CHHATRAPATI SAMBHAJI SHIKSHAN SANSTHA'S PRIVATE INDUSTRIAL TRAINING INSTITUTE, SHIRUR, TAL: SHIRUR, DIST: PUNE",
